service_name,category_tree
epilazione schiena,Ceretta 
trattamento brazz-care mani ,Mani 
trattamento brazz-care piedi ,Piedi 
rimozione semipermanente-gel ,Mani 
Cera Labbro,Epilazione > Epilazione CERA 
Cera Braccia,Epilazione > Epilazione CERA 
Cera gambe+inguine ,Epilazione > Epilazione CERA 
Viso Completo,Epilazione > Laser
Labiale/Mento,Epilazione > Laser
Schiena / Petto Superiore,Epilazione > Laser
Ascelle,Epilazione > Laser
Braccia,Epilazione > Laser
Addome / Lombare,Epilazione > Laser
Inguine Completo / Glutei,Epilazione > Laser
Gamba Completa,Epilazione > Laser
Coscia,Epilazione > Laser
Gambaletto,Epilazione > Laser
Semipermanente Semigel,Estetica Base MANI E PIEDI
Pedicure  curativo estetico + Smalto semipermanente,Estetica Base MANI E PIEDI
Cera Gambe intere,Epilazione > Epilazione CERA 
Cera Inguine Bikini,Epilazione > Epilazione CERA 
Cera Inguine Integrale,Epilazione > Epilazione CERA 
Cera Gluteo,Epilazione > Epilazione CERA 
Cera Metà gamba inferiore,Epilazione > Epilazione CERA 
Cera Metà gamba superiore,Epilazione > Epilazione CERA 
Cera Ascelle,Epilazione > Epilazione CERA 
Trattamento ringiovanimento con radiofrequenza,Trattamenti Viso con e senza macchinari
Trattamenti riducente ,Trattamento CORPO RIDUCENTE
Gel Mani,Estetica Base MANI E PIEDI
Ricostruzione Unghie,Estetica Base MANI E PIEDI
Laminazione ,Estetica CIGLIA  e MAKEUP
"Exstension ciglia ""one to one"" ",Estetica CIGLIA  e MAKEUP
Effetto Volume ,Estetica CIGLIA  e MAKEUP
full color,Estetica CIGLIA  e MAKEUP
Make up,Estetica CIGLIA  e MAKEUP
"Doccia Isoitalia uv+collagene ""abbronzati senza invecchiare",SOLARIUM
SOPRACCIGLIA,Epilazione > Epilazione CERA 
DERMOPIGMENTAZIONE SOPRACCIGLIA ,DERMOPIGMENTAZIONE SOPRACCIGLIA - OCCHI - LABBRA
DERMOPIGMENTAZIONE  OCCHI EYELINER,DERMOPIGMENTAZIONE SOPRACCIGLIA - OCCHI - LABBRA
DERMOPIGMENTAZIONE  LABBRA,DERMOPIGMENTAZIONE SOPRACCIGLIA - OCCHI - LABBRA
trattamento CORPO TONIFICANTE,trattamento TONIFICANTE
manicure dry,mani
semipermanente vitagel,mani
copertura gel ,mani
copertura acrilico,mani
ricostruzione gel,mani
ricostruzione acrilico,mani
ricostruzione moda effect,mani
pedicure dry,piedi
pedicure podologico,piedi
pedicure specifico,piedi
pedicure speciale semipermanente,piedi
Epilazione laser avambraccio,laser
Epilazione laser viso completo,laser
Epilazione laser addome,laser
Epilazione laser ascelle,laser
Epilazione laser baffetti,laser
Epilazione laser filo barba,laser
Epilazione laser basette,laser
Epilazione laser braccia,laser
Epilazione laser collo donna,laser
Epilazione collo uomo,laser
Epilazione laser dècolletè donna,laser
Epilazione laser gambaletto,laser
Epilazione laser coscia ,laser
Epilazione laser glutei ,laser
Epiallazione laser guance ,laser
Epilazione laser inguine,laser
Epilazione laser mani ,laser
Epilazione laser mento ,laser
Epilazione laser orecchio,laser
Epilazione laser perianale,laser
Epilazione laser petto uomo ,laser
Epilazione laser piedi,laser
Epilazione laser seno,laser
Epilazione laser spalle,laser
Epilazione laser total body,laser
Epialazione laser zigomi,laser
Epialazione laser gambe complete,laser
Epilzione laser schiena ,laser
Epilazione laser seno,laser
madero,massaggio corpo
relax body massage,massaggio corpo
decontracting massage,massaggio corpo
linfodren massage,massaggio corpo
hot stone massage,massaggio corpo
body scrub massage,massaggio corpo
extention ciglia one to one,ciglia 
laminazione ciglia ,ciglia 
Laminazione sopracciglia ,sopracciglia
hennè sopracciglia,sopracciglia
tinta sopracciglia ,sopracciglia
filo arabo sopracciglia,filo arabo
architettura sopracciglia,sopracciglia
Microblading 1° fase,sopracciglia
Microblading 2° fase,sopracciglia
kobido viage - japan massage,massaggio viso
Body slimming,trattamenti corpo
Endo slim,trattamenti corpo
PBS,trattamenti corpo
Lipolaser,trattamenti corpo
Even white,trattamenti viso
Antiaging jaluronic,trattamenti viso
SKINCARE DELUX,trattamenti viso
PH3ACID 1,trattamenti viso
PH3ACID 2,trattamenti viso
Contouring,trattamenti viso
Acne Attiva,trattamenti viso
Acne seborroica,trattamenti viso
Post Acne,trattamenti viso
J8KDA,trattamenti viso
SKINCARE VIP,trattamenti viso
Simply nice,trattamenti viso
Sensitive Plus,trattamenti viso
Fotobiostimolazione,trattamenti viso
manicure dry,mani
filo arabo baffetti,filo arabo
filo arabo baffetti e sopracciglia,filo arabo
ADDOME UOMO,cera a rullo 
ASCELLE,cera a rullo 
BRACCIA,cera a rullo 
BRACCIA UOMO,cera a rullo 
COSCIA,cera a rullo 
DORSO,cera a rullo 
GAMBA INTERA ,cera a rullo 
GAMBALETTO,cera a rullo 
GAMBE INTERE UOMO,cera a rullo 
GLUTEI,cera a rullo 
INGUINE,cera a rullo 
MENTO,cera a rullo 
PANCIA DONNA,cera a rullo 
PERIANALE,cera a rullo 
PETTO UOMO,cera a rullo 
SCHIENA DONNA ,cera a rullo 
SCHIENA UOMO,cera a rullo 
TOTAL BODY,cera a rullo 
VISO,cera a rullo 
Consulenza corpo,trattamenti corpo
Filo viso,filo arabo
Taglio Capelli e Shampoo,Taglio Capelli
Taglio Capelli ,Taglio Capelli
Shampoo Capelli,Taglio Capelli
Taglio modellatura barba elaborata,Barba 
Taglio e Modellatura Barba Lunga ,Barba 
Colore Capelli Corti,Servizi Tecnici
Summer Light (Effetto Luce) a partire da ,Servizi Tecnici
Mascheratura Capelli Corti,Servizi Tecnici
"Taglio Capelli rasatura uniforme 0,8 mm",Taglio Capelli
"Taglio Capelli rasatura uniforme 3,0 mm",Taglio Capelli
Taglio Totale con Lama ,Taglio Capelli
Shampoo e piega Capelli Lunghi,Taglio Capelli
Lozione ,Taglio Capelli
Rasatura Barba ,Barba 
Taglio e Modellatura Barba Corta,Barba 
Mascheratura Barba,Barba 
Trattamento al Viso,Barba 
Relax (Stiraggio) capelli corti alla Cheratina (parte superiore) a partire da:,Servizi Tecnici
"Relax (Stiraggio) capelli Medi alla Cheratina , a partire da: ",Servizi Tecnici
Spazio Libero,Taglio Capelli
Modellatura Barba elaborata ,""
piega da ,""
Shampoo Specifico,Capelli corti  > Capelli Corti Senza Taglio
Shampoo Specifico,Capelli Medi > Capelli Medi Senza Taglio
Shampoo Specifico,Capelli Lunghi > Capelli Lunghi Senza Taglio
Taglio,Capelli corti  > Capelli Corti Senza Taglio
Taglio,Capelli Medi > Capelli Medi Senza Taglio
Taglio,Capelli Lunghi > Capelli Lunghi Senza Taglio
Taglio Effiler,Capelli corti  > Capelli corti Con Taglio
Taglio Effiler,Capelli Medi > Capelli Medi Con Taglio
Taglio Effiler,Capelli Lunghi > Capelli Lunghi Con Taglio
Taglio bambina fino a 11 anni,Capelli corti  > Capelli Corti Senza Taglio
Taglio bambina fino a 11 anni,Capelli Medi > Capelli Medi Senza Taglio
Taglio bambina fino a 11 anni,Capelli Lunghi > Capelli Lunghi Senza Taglio
Piega con Trattamento,Capelli corti  > Capelli Corti Senza Taglio
Piega con Trattamento,Capelli Medi > Capelli Medi Senza Taglio
Piega con Trattamento,Capelli Lunghi > Capelli Lunghi Senza Taglio
App. Ricrescita Colore,Capelli corti  > Capelli Corti Senza Taglio
App. Ricrescita Colore,Capelli Medi > Capelli Medi Senza Taglio
App. Ricrescita Colore,Capelli Lunghi > Capelli Lunghi Senza Taglio
App. Colore Completo,Capelli corti  > Capelli Corti Senza Taglio
App. Colore Completo,Capelli Medi > Capelli Medi Senza Taglio
App. Colore Completo,Capelli Lunghi > Capelli Lunghi Senza Taglio
App. effetti luce Parziali,Capelli corti  > Capelli Corti Senza Taglio
App. Effetti Luce Parziali,Capelli Medi > Capelli Medi Senza Taglio
App. Effetti Luce  Parziali,Capelli Lunghi > Capelli Lunghi Senza Taglio
App. Effetti Luce Complete,Capelli corti  > Capelli Corti Senza Taglio
App. Effetti Luce Complete,Capelli Medi > Capelli Medi Senza Taglio
App. Effetti Luce Complete,Capelli Lunghi > Capelli Lunghi Senza Taglio
App. Balayage,Capelli Medi > Capelli Medi Senza Taglio
App. Balayage,Capelli Lunghi > Capelli Lunghi Senza Taglio
App. Rinfresco Colore,Capelli corti  > Capelli Corti Senza Taglio
App. Rinfresco Colore,Capelli Medi > Capelli Medi Senza Taglio
App. Rinfresco Colore,Capelli Lunghi > Capelli Lunghi Senza Taglio
App. Degradè | Gestione Effiler,Capelli corti  > Capelli Corti Senza Taglio
App. Degradè | Gestione Effiler,Capelli Medi > Capelli Medi Senza Taglio
App. Degradè | Gestione Effiler,Capelli Lunghi > Capelli Lunghi Senza Taglio
App. Degradè | Effiler Totale,Capelli corti  > Capelli Corti Senza Taglio
App. Degradè | Effiler Totale,Capelli Medi > Capelli Medi Senza Taglio
App. Degradè | Effiler Totale,Capelli Lunghi > Capelli Lunghi Senza Taglio
App. Permanente | Sostegno,Capelli corti  > Capelli Corti Senza Taglio
App. Permanente | Sostegno,Capelli Medi > Capelli Medi Senza Taglio
App. Permanente | Sostegno,Capelli Lunghi > Capelli Lunghi Senza Taglio
App. Stiraggio,Capelli corti  > Capelli Corti Senza Taglio
App. Stiraggio,Capelli Medi > Capelli Medi Senza Taglio
App. Stiraggio,Capelli Lunghi > Capelli Lunghi Senza Taglio
App. Tonalizzante per Lunghezze,Capelli corti  > Capelli Corti Senza Taglio
App. Tonalizzante per Lunghezze,Capelli Medi > Capelli Medi Senza Taglio
App. Tonalizzante per Lunghezze,Capelli Lunghi > Capelli Lunghi Senza Taglio
App. Ricostruzione ,Capelli corti  > Capelli Corti Senza Taglio
App. Ricostruzione ,Capelli Medi > Capelli Medi Senza Taglio
App. Ricostruzione ,Capelli Lunghi > Capelli Lunghi Senza Taglio
App. Pulizia Cutaneo,Capelli corti  > Capelli Corti Senza Taglio
App. Pulizia Cutaneo,Capelli Medi > Capelli Medi Senza Taglio
App. Pulizia Cutaneo,Capelli Lunghi > Capelli Lunghi Senza Taglio
Piega Babyliss,Capelli Medi > Capelli Medi Senza Taglio
Piega Babyliss,Capelli Medi > Capelli Medi Con Taglio
Piega Babyliss,Capelli Lunghi > Capelli Lunghi Senza Taglio
Piega Babyliss,Capelli Lunghi > Capelli Lunghi Con Taglio
Piega Piastra Steam Pod,Capelli Medi > Capelli Medi Senza Taglio
Piega Piastra Steam Pod,Capelli Medi > Capelli Medi Con Taglio
Piega Piastra Steam Pod,Capelli Lunghi > Capelli Lunghi Senza Taglio
Piega Piastra Steam Pod,Capelli Lunghi > Capelli Lunghi Con Taglio
Shampoo Specifico,Capelli Medi > Capelli Medi Senza Taglio
Shampoo Specifico,Capelli Lunghi > Capelli Lunghi Senza Taglio
Shampoo Specifico,Capelli corti  > Capelli corti Con Taglio
Shampoo Specifico,Capelli Medi > Capelli Medi Con Taglio
Shampoo Specifico,Capelli Lunghi > Capelli Lunghi Con Taglio
App. Tonalizzante per Lunghezze,Capelli corti  > Capelli corti Con Taglio
App. Tonalizzante per Lunghezze,Capelli Medi > Capelli Medi Con Taglio
App. Tonalizzante per Lunghezze,Capelli Lunghi > Capelli Lunghi Con Taglio
Acconciatura ,Capelli Medi > Capelli Medi Senza Taglio
Acconciatura ,Capelli Lunghi > Capelli Lunghi Senza Taglio
Acconciatura ,Capelli Medi > Capelli Medi Con Taglio
Acconciatura ,Capelli Lunghi > Capelli Lunghi Con Taglio
Sposa,Acconciature
Acconciature Alte,Acconciature
App. Colore Express,Capelli corti  > Capelli Corti Senza Taglio
Viso,Laser > Donna
Mento,Laser > Donna
Baffetto,Laser > Donna
Schiena/Petto,Laser > Donna
Braccia Entrambe,Laser > Donna
Addome/Lombari,Laser > Donna
Inguine Completo,Laser > Donna
1 Gamba Completa,Laser > Donna
1 Mezza Gamba,Laser > Donna
Ascelle Entrambe,Laser > Donna
Viso/Barba,Laser > Uomo
Mento,Laser > Uomo
Schiena/Petto,Laser > Uomo
Braccia Entrambe,Laser > Uomo
Addome/Lombari,Laser > Uomo
1 Gamba Completa,Laser > Uomo
1 Mezza Gamba,Laser > Uomo
Ascelle Entrambe,Laser > Uomo
fiala curativa ,trattamenti
Fisiocosmesi Synergon,trattamenti
Cond. Prepiga 3,trattamenti
Maschera - 5,trattamenti
Piastra steam pod BAByliss,trattamenti
Maschera Ric. Ravv,trattamenti
Ricostruzione capello,trattamenti
Fusio Dose Laminazione ,trattamenti
fiala Antiforfora,trattamenti
fiala Oss. Ter 10,trattamenti
Ric. Blo. Me e Detox,trattamenti
Shampoo Fisiocosmesi,trattamenti
Fisiocosmesi Intensivo,trattamenti
Antiforfora Schwarz.,trattamenti
Taglio e Piega,Maschile
Sostegno e Piega,Maschile
Schiaritura con piega,Maschile
Riflesso ,Maschile
Consulenza,Varie
Exstension,Varie
App. PULIZIA COLORE,Capelli corti  > Capelli Corti Senza Taglio
App. PULIZIA COLORE,Capelli Medi > Capelli Medi Senza Taglio
App. PULIZIA COLORE,Capelli Lunghi > Capelli Lunghi Senza Taglio
Shampoo,Capelli Corti
Taglio,Capelli Corti
Taglio Bimbo/a,Capelli Corti
Piega,Capelli Corti
App. Ritocco Colore,Capelli Corti
App. Colore Completo,Capelli Corti
App. Meches Parziali,Capelli Corti
App. Permanente,Capelli Corti
App. Riflessante,Capelli Corti
Stiraggio,Capelli Corti
App. Tonalizzante,Capelli Corti
Trattamento,Capelli Corti
App. Ricostruzione,Capelli Corti
Tratt. Pulizia Cute,Capelli Corti
Piega Babyliss,Capelli Corti
Piega Piastra,Capelli Corti
Cotonature,Capelli Corti
App. Meches Completo,Capelli Medi
App. Balayage,Capelli Medi
App. Degradè Ritocco,Capelli Medi
App. Degradè,Capelli Medi
App. Permanente,Capelli Medi
App. Riflessante,Capelli Medi
Stiraggio,Capelli Medi
App. Tonalizzante,Capelli Medi
Trattamento,Capelli Medi
App. Ricostruzione ,Capelli Medi
Tratt. Pulizia Cute,Capelli Medi
Piega Babyliss,Capelli Medi
Piega Piastra,Capelli Medi
Piega Onde,Capelli Medi
Piega Frisè,Capelli Medi
Acconciature,Capelli Medi
Semi Raccolti,Capelli Medi
Cotonature,Capelli Medi
App. Meches Completo,Capelli Lunghi
App. Balayage,Capelli Lunghi
App. Degradè Ritocco,Capelli Lunghi
App. Degradè,Capelli Lunghi
App. Permanente,Capelli Lunghi
App. Riflessante,Capelli Lunghi
Stiraggio,Capelli Lunghi
App. Tonalizzante,Capelli Lunghi
Trattamento,Capelli Lunghi
Ricostruzione,Capelli Lunghi
Tratt. Pulizia Cute,Capelli Lunghi
Piega Babyliss,Capelli Lunghi
Piega Piastra,Capelli Lunghi
Piega Onde,Capelli Lunghi
Piega Frisè,Capelli Lunghi
Acconciature,Capelli Lunghi
Semi Raccolti,Capelli Lunghi
Cotonature,Capelli Lunghi
Taglio Bimbo/a,Capelli Medi
Taglio Bimbo/a,Capelli Lunghi
Taglio Capelli ,Femminile
Piega ,Femminile
Piega Speciale,Femminile
Colore + Piega + Taglio,Femminile
Shampoo - Capelli Corti,Non Prenotabili
Shampoo - Capelli Medi,Non Prenotabili
Taglio ,Non Prenotabili
"Shampoo,  Taglio Bimbo/A e Asciugatura",Capelli Corti > Con Taglio
Piega - Capelli Corti,Non Prenotabili
Piega - Capelli Medi,Non Prenotabili
Piega - Capelli Lunghi,Non Prenotabili
App Ritocco Colore solo Radice,Non Prenotabili
App Colore Completo - Capelli Corti,Non Prenotabili
App Colore Completo - Capelli Medi,Non Prenotabili
App Colore Completo - Capelli Lunghi,Non Prenotabili
App Meches Completo - Capelli Corti da,Non Prenotabili
App Meches Completo - Capelli Medi da,Non Prenotabili
App Meches Completo - Capelli Lunghi da,Non Prenotabili
App Balayage - Capelli Corti da,Non Prenotabili
App Balayage - Capelli Medi da,Non Prenotabili
App Balayage - Capelli Lunghi da,Non Prenotabili
App Degradè - Capelli Corti da,Non Prenotabili
App Degradè - Capelli Medi da,Non Prenotabili
App Degradè - Capelli Lunghi da,Non Prenotabili
App Permanente - Capelli Corti da,Non Prenotabili
App Permanente - Capelli Medi da,Non Prenotabili
App Permanente - Capelli Lunghi da,Non Prenotabili
App Keratina - Capelli Corti da,Non Prenotabili
App Keratina - Capelli Medi da,Non Prenotabili
App Keratina - Capelli Lunghi da,Non Prenotabili
Asciugatura per Keratina ,Non Prenotabili
Trattamento Laminazione istantanea ,Non Prenotabili
Ricostruzione - Capelli Corti,Non Prenotabili
Ricostruzione - Capelli Medi,Non Prenotabili
Ricostruzione - Capelli Lunghi,Non Prenotabili
Trat Pulizia Cute,Maschile
Maschera Colorante Ill,Maschile
Laminazione Capelli - Capelli Corti,Non Prenotabili
Laminazione Capelli - Capelli Medi,Non Prenotabili
Laminazione Capelli - Capelli Lunghi,Non Prenotabili
"Taglio Uomo, Shampoo e Asciugatura ",Maschile
Baffetto,Estetica
Sopracciglia ,Estetica
Ceretta Viso Completa ,Estetica
Pedicure,Estetica
Pedicure con Smalto ,Estetica
Rimozione da,Estetica
Manicure,Estetica
Ritocco Mezzatesta,Non Prenotabili
Ritocco Mezzatesta + Lunghezze,Non Prenotabili
Semipermanente Mani,Estetica
Semipermanente Rinforzato ,Estetica
Semipermanente Piedi ,Estetica
Gel Mani,Estetica
Nail Art da ,Estetica
Ricostruzione Mani ,Estetica
Pulizia Viso,Estetica
Laminazione Ciglia da ,Estetica
Risalita Exstension da,Capelli Corti > Senza Taglio
Make up,Estetica
Trecce da,Capelli Corti > Senza Taglio
Trecce da,Capelli Medi > Senza Taglio
Trecce da,Capelli Lunghi > Senza Taglio
Aggiunta Piega Diffusore Tempo in più,Capelli Corti > Con Taglio
Aggiunta Piega Diffusore Tempo in più,Capelli Medi > Con Taglio
Aggiunta Piega Diffusore Tempo in più,Capelli Lunghi > Con Taglio
Aggiunta Piega Diffusore Tempo in più,Capelli Corti > Senza Taglio
Aggiunta Piega Diffusore Tempo in più,Capelli Medi > Senza Taglio
Aggiunta Piega Diffusore Tempo in più,Capelli Lunghi > Senza Taglio
Acconciatura da,Capelli Corti > Senza Taglio
Acconciatura da,Capelli Medi > Senza Taglio
Acconciatura da,Capelli Lunghi > Senza Taglio
Pettinata da,Capelli Corti > Senza Taglio
Pettinata da,Capelli Medi > Senza Taglio
Pettinata da,Capelli Lunghi > Senza Taglio
Ceretta Braccia,Estetica
Riparazione Unghia,Estetica
Exstension Ciglia da,Estetica
Riflessante,Non Prenotabili
Aggiunta Piega Onde con Spazzola Tempo in più,Capelli Corti > Con Taglio
Aggiunta Piega Onde con Spazzola Tempo in più,Capelli Medi > Con Taglio
Aggiunta Piega Onde con Spazzola Tempo in più,Capelli Lunghi > Con Taglio
Aggiunta Piega Onde con  Spazzola Tempo in più,Capelli Corti > Senza Taglio
Aggiunta Piega Onde con Spazzola Tempo in più,Capelli Medi > Senza Taglio
Aggiunta Piega Onde con Spazzola Tempo in più,Capelli Lunghi > Senza Taglio
Mento Esteso,Laser
Basette,Laser
Zigomi,Laser
Schiena,Laser
1 Coscia ,Laser
1 Gamba Completa,Laser
Inguine Completo,Laser
Lombari,Laser
Glutei,Laser
Piedi,Laser
Addome,Laser
1 Braccio,Laser
Mento,Laser
Petto,Laser
Viso Completo,Laser
Linea Alba,Laser
Baffetto,Laser
Piega Onda con spazzola - Capelli Corti,Non Prenotabili
Piega Onda con spazzola- Capelli Medi,Non Prenotabili
Piega Onda con spazzola - Capelli Lunghi,Non Prenotabili
Risalita Exstension da,Capelli Medi > Senza Taglio
Risalita Exstension da,Capelli Lunghi > Senza Taglio
ricostruzione keraforce ,Capelli Medi > Con Taglio
ricostruzione keraforce ,Capelli Medi > Senza Taglio
ricostruzione keraforce ,Capelli Lunghi > Con Taglio
ricostruzione keraforce ,Capelli Lunghi > Senza Taglio
manicure con smalto,Estetica
Taglio Uomo,Stile
Taglio Bambino fino a 14 anni ,Stile
Taglio + Shampoo Uomo,Stile
Taglio + Shampoo Donna,Stile
Taglio + Shampoo Bambino ,Stile
Barba Rasatura,Servizio Barba
Barba Modellatura e Stiratura ,Servizio Barba
Italy Shave,Servizio Barba
Completo (Shampoo + Taglio + Barba) ,Stile
Piega Donna Capelli corti,Stile
Piega Donna Capelli Lunghi,Stile
Colore,Stile
Pulizia Viso,Estetica
Trattamento Autoabbronzante,Estetica
Sopracciglia,Estetica
Sopracciglia,Viso
Cera Labbro,Viso
Cera Braccia,DEPILAZIONE
Pulizia viso,Viso
Trucco,Viso
Cera gambe,DEPILAZIONE
epilazione acelle,EPILAZIONE LASER
Rasatura Barba,Maschile > Barbe
Rasatura a Macchinetta Unica Lunghezza,Maschile > Barbe
Barba Modellata,Maschile > Barbe
Trattamento Barba ,Maschile > Barbe
Taglio e Shampoo,Maschile > Stilistico
Taglio ,Maschile > Stilistico
Taglio bambino fino a 6 anni,Maschile > Stilistico
Shampoo e Asciugatura,Maschile > Stilistico
Shampoo Capelli Lunghi e Asciugatura,Maschile > Stilistico
Permanente da,Maschile > Stilistico
Summer Light (Effetto Luce) da,Maschile > Stilistico
Stiraggio Capelli Medi / Corti alla Keratina,Maschile > Stilistico
Mascheratura,Maschile > Stilistico
Lozione,Maschile > Stilistico
Rasatura Barba con Panno caldo,Maschile > Barbe
Piega Babyliss,Femminile > Capelli Corti
Shampoo e Piega ,Femminile > Capelli Lunghi
Taglio e Piega ,Femminile > Capelli Corti
Taglio e Piega ,Femminile > Capelli Lunghi
Piega Babyliss,Femminile > Capelli Lunghi
Piega Piastra,Femminile > Capelli Lunghi
Shampoo e Piega ,Femminile > Capelli Corti
Manicure,Estetica
Pedicure,Estetica
Sopracciglia,Estetica
Trattamento Viso,Estetica
Pulizia Viso,Estetica
Applicazione colore,Femminile > Capelli Lunghi
Barba modellata lunga,Maschile > Barbe
Manicure Uomo,Estetica
Manicure + smalto classico,Estetica
Manicure + smalto Semipermanente,Estetica
Manicure con Ricostruzione Gel,Estetica
Epilazione Sopracciglia,Estetica
